,40-year NPV rank,40-year NPV,Institution,State,Level,Predominant degree,Institution type,Share earning more than high school graduates 10-years after enrolling,Earnings-price return rank,Earnings-price return,Earnings-debt return rank,Earnings-debt return,Debt rank,Median debt,10-year earnings rank,Median 10-yr earnings,Net price rank,Net price,Graduation rate rank,Graduation rate,7-year repayment rate
4096,1561,"$922,000",Averett University,VA,4-year,Bachelor's,Private nonprofit,76%,2955,93%,3272,165%,745,"$17,149",1180,"$45,467",859,"$23,516",2828,42%,64%
4097,1582,"$919,000",Averett University-Non-Traditional Programs,VA,4-year,Bachelor's,Private nonprofit,76%,3016,89%,3272,165%,745,"$17,149",1180,"$45,467",799,"$24,027",NA,NA,64%
4098,3209,"$685,000",Avi Career Training,VA,Less than 2-year,Certificate,Private for-profit,NA,3413,63%,1258,325%,3292,"$6,333",3471,"$26,905",2040,"$16,482",144,89%,40%
4099,1025,"$1,024,000",Aviation Institute of Maintenance-Manassas,VA,2-year,Certificate,Private for-profit,65%,3058,86%,3055,179%,875,"$16,250",1193,"$45,379",752,"$24,403",1784,59%,40%
4100,1599,"$916,000",Aviation Institute of Maintenance-Norfolk,VA,2-year,Certificate,Private for-profit,62%,3351,67%,3851,109%,342,"$19,500",1708,"$40,718",754,"$24,378",2302,51%,29%
4101,2064,"$854,000",Blue Ridge Community College,VA,2-year,Certificate,Public,62%,1377,241%,464,507%,3462,"$6,000",2269,"$36,441",3075,"$10,671",3404,32%,62%
4102,1812,"$887,000",Bluefield College,VA,4-year,Bachelor's,Private nonprofit,74%,3016,89%,1783,265%,1612,"$12,000",1340,"$43,825",898,"$23,158",3420,31%,66%
4103,1090,"$1,009,000",Bridgewater College,VA,4-year,Bachelor's,Private nonprofit,82%,1944,169%,3326,160%,569,"$18,500",952,"$48,160",1793,"$17,929",1613,62%,86%
4104,3207,"$686,000",Bryant & Stratton College-Virginia Beach,VA,4-year,Associate's,Private for-profit,48%,2789,104%,2419,218%,2001,"$9,500",3106,"$30,246",2370,"$14,839",4188,15%,27%
4105,303,"$1,304,000",Centra College,VA,4-year,Associate's,Private nonprofit,83%,3188,78%,906,385%,1612,"$12,000",367,"$58,214",192,"$32,754",NA,NA,76%
4106,2900,"$735,000",Central Virginia Community College,VA,2-year,Certificate,Public,49%,538,440%,655,451%,3579,"$5,500",3102,"$30,282",3998,"$5,610",3226,35%,NA
4107,4146,"$499,000",Centura College-Chesapeake,VA,4-year,Associate's,Private for-profit,32%,4212,5%,3547,144%,2001,"$9,500",3954,"$23,143",1089,"$21,988",742,74%,19%
4108,4182,"$490,000",Centura College-Newport News,VA,2-year,Associate's,Private for-profit,32%,4319,-7%,3547,144%,2001,"$9,500",3954,"$23,143",696,"$24,889",591,77%,19%
4109,4152,"$497,000",Centura College-Norfolk,VA,2-year,Certificate,Private for-profit,32%,4239,3%,3547,144%,2001,"$9,500",3954,"$23,143",1008,"$22,427",458,79%,19%
4110,4205,"$484,000",Centura College-Richmond Main,VA,2-year,Certificate,Private for-profit,32%,4362,-14%,3547,144%,2001,"$9,500",3954,"$23,143",469,"$26,929",789,74%,23%
4111,4189,"$489,000",Centura College-Virginia Beach,VA,4-year,Associate's,Private for-profit,32%,4328,-8%,3547,144%,2001,"$9,500",3954,"$23,143",673,"$25,131",2831,42%,19%
4112,3090,"$706,000",CET-Alexandria,VA,Less than 2-year,Certificate,Private nonprofit,43%,3717,44%,1274,323%,3272,"$6,353",3475,"$26,847",1677,"$18,609",966,71%,28%
4113,89,"$1,615,000",Chamberlain University-Virginia,VA,4-year,Bachelor's,Private for-profit,90%,2437,128%,1046,357%,776,"$16,950",77,"$77,512",153,"$33,982",NA,NA,70%
4114,2929,"$731,000",Chester Career College,VA,2-year,Certificate,Private for-profit,52%,2500,124%,3888,102%,894,"$16,000",2856,"$32,312",2452,"$14,422",2640,45%,24%
4115,661,"$1,127,000",Christopher Newport University,VA,4-year,Bachelor's,Public,82%,2630,115%,3022,182%,342,"$19,500",517,"$55,027",621,"$25,596",704,75%,85%
4116,2737,"$758,000",Dabney S Lancaster Community College,VA,2-year,Certificate,Public,51%,581,423%,925,381%,3175,"$6,630",2912,"$31,874",3918,"$6,089",2946,40%,51%
4117,3285,"$668,000",Danville Community College,VA,2-year,Certificate,Public,44%,1250,262%,759,421%,3579,"$5,500",3259,"$28,649",3584,"$7,913",3421,31%,43%
4118,2009,"$860,000",DeVry University-Virginia,VA,4-year,Bachelor's,Private for-profit,69%,3683,46%,1980,247%,1460,"$12,809",1266,"$44,484",265,"$30,541",3564,29%,48%
4119,1912,"$872,000",Eastern Mennonite University,VA,4-year,Bachelor's,Private nonprofit,73%,3158,80%,3721,128%,543,"$18,750",1494,"$42,697",832,"$23,763",1801,59%,89%
4120,3185,"$689,000",Eastern Shore Community College,VA,2-year,Certificate,Public,45%,678,393%,NA,NA,NA,NA,3232,"$29,114",3948,"$5,901",3601,28%,NA
4121,2100,"$848,000",ECPI University,VA,4-year,Associate's,Private for-profit,61%,3158,80%,2994,183%,1418,"$13,000",2183,"$36,822",1333,"$20,489",2459,48%,38%
4122,1840,"$883,000",Emory & Henry College,VA,4-year,Bachelor's,Private nonprofit,71%,2421,129%,3760,124%,481,"$19,000",1514,"$42,500",1682,"$18,593",1957,57%,80%
4123,3664,"$606,000",Empire Beauty School-Midlothian,VA,Less than 2-year,Certificate,Private for-profit,36%,3577,52%,2609,206%,2759,"$7,917",3818,"$24,220",2155,"$15,947",2678,44%,41%
4124,3654,"$607,000",Empire Beauty School-Richmond,VA,Less than 2-year,Certificate,Private for-profit,36%,3474,59%,2609,206%,2759,"$7,917",3818,"$24,220",2312,"$15,244",2803,42%,41%
4125,3684,"$604,000",Empire Beauty School-Virginia Beach,VA,Less than 2-year,Certificate,Private for-profit,39%,3486,58%,2298,226%,2929,"$7,484",3794,"$24,377",2271,"$15,468",3032,38%,49%
4126,2394,"$808,000",Ferrum College,VA,4-year,Bachelor's,Private nonprofit,67%,3116,82%,2944,187%,1278,"$14,000",1755,"$40,224",1062,"$22,159",3604,28%,61%
4127,205,"$1,402,000",George Mason University,VA,4-year,Bachelor's,Public,84%,1560,214%,1337,313%,894,"$16,000",210,"$66,148",1236,"$21,048",986,70%,83%
4128,2049,"$855,000",Germanna Community College,VA,2-year,Certificate,Public,59%,732,375%,334,561%,3579,"$5,500",2292,"$36,336",3645,"$7,655",3210,35%,NA
4129,277,"$1,323,000",Hampden-Sydney College,VA,4-year,Bachelor's,Private nonprofit,87%,2704,110%,2185,236%,342,"$19,500",227,"$65,446",238,"$31,227",1261,67%,83%
4130,974,"$1,036,000",Hampton University,VA,4-year,Bachelor's,Private nonprofit,76%,3351,67%,2997,183%,569,"$18,500",660,"$52,372",235,"$31,307",1803,59%,57%
4131,2969,"$723,000",Hollins University,VA,4-year,Bachelor's,Private nonprofit,60%,3236,75%,4035,44%,44,"$25,000",2341,"$35,969",1319,"$20,603",1669,61%,67%
4132,2262,"$827,000",J Sargeant Reynolds Community College,VA,2-year,Associate's,Public,57%,452,486%,1219,330%,2685,"$8,120",2490,"$34,932",3941,"$5,961",3947,22%,43%
4133,318,"$1,292,000",James Madison University,VA,4-year,Bachelor's,Public,86%,1870,176%,1851,259%,756,"$17,076",286,"$61,268",1058,"$22,169",273,84%,91%
4134,1992,"$862,000",John Tyler Community College,VA,2-year,Associate's,Public,61%,553,434%,331,562%,3579,"$5,500",2282,"$36,395",3800,"$6,810",3634,27%,48%
4135,2301,"$822,000",Liberty University,VA,4-year,Bachelor's,Private nonprofit,67%,3668,47%,3253,166%,932,"$15,909",1526,"$42,394",334,"$28,903",2438,49%,59%
4136,1350,"$958,000",Longwood University,VA,4-year,Bachelor's,Public,81%,2314,136%,3523,145%,542,"$18,760",1127,"$45,952",1506,"$19,462",1226,67%,84%
4137,1992,"$862,000",Lord Fairfax Community College,VA,2-year,Certificate,Public,59%,485,461%,467,507%,3462,"$6,000",2274,"$36,424",3849,"$6,497",3006,39%,NA
4138,2307,"$821,000",Mary Baldwin University,VA,4-year,Bachelor's,Private nonprofit,68%,2358,133%,2631,205%,1449,"$12,950",1836,"$39,538",1957,"$16,982",2767,43%,69%
4139,384,"$1,243,000",Marymount University,VA,4-year,Bachelor's,Private nonprofit,83%,2393,131%,2683,202%,299,"$20,000",309,"$60,360",566,"$26,078",1871,58%,78%
4140,3336,"$663,000",Mountain Empire Community College,VA,2-year,Certificate,Public,43%,776,361%,NA,NA,NA,NA,3378,"$27,920",3927,"$6,062",2937,40%,NA
4141,2325,"$819,000",New River Community College,VA,2-year,Associate's,Public,56%,608,414%,745,425%,3202,"$6,500",2603,"$34,138",3826,"$6,638",3350,33%,55%
4142,2165,"$840,000",Norfolk State University,VA,4-year,Bachelor's,Public,67%,1560,214%,3692,130%,726,"$17,250",1814,"$39,696",2782,"$12,645",3110,37%,39%
4143,699,"$1,115,000",Northern Virginia Community College,VA,2-year,Associate's,Public,71%,732,375%,260,597%,3131,"$6,823",994,"$47,528",3195,"$10,005",3694,26%,56%
4144,916,"$1,053,000",Old Dominion University,VA,4-year,Bachelor's,Public,79%,1667,201%,2856,192%,763,"$17,000",839,"$49,678",2038,"$16,493",2238,52%,65%
4145,3435,"$646,000",Patrick Henry Community College,VA,2-year,Certificate,Public,40%,629,407%,NA,NA,NA,NA,3502,"$26,660",4056,"$5,258",3217,35%,NA
4146,3253,"$675,000",Paul D Camp Community College,VA,2-year,Certificate,Public,45%,584,421%,811,410%,3579,"$5,500",3349,"$28,026",4038,"$5,377",3538,29%,NA
4147,4327,"$434,000",Paul Mitchell the School-Roanoke,VA,Less than 2-year,Certificate,Private for-profit,NA,4132,12%,3968,82%,2001,"$9,500",4331,"$17,285",2262,"$15,494",1498,63%,33%
4148,1940,"$869,000",Piedmont Virginia Community College,VA,2-year,Certificate,Public,59%,643,403%,313,570%,3579,"$5,500",2179,"$36,834",3710,"$7,318",2873,41%,52%
4149,872,"$1,065,000",Radford University,VA,4-year,Bachelor's,Public,80%,1631,206%,2575,209%,870,"$16,305",782,"$50,383",2050,"$16,447",1907,57%,82%
4150,820,"$1,079,000",Randolph-Macon College,VA,4-year,Bachelor's,Private nonprofit,86%,2826,102%,3497,148%,176,"$21,500",605,"$53,288",531,"$26,370",1246,67%,86%
4151,1331,"$961,000",Randolph College,VA,4-year,Bachelor's,Private nonprofit,73%,2437,128%,3156,175%,752,"$17,103",1049,"$46,968",1313,"$20,625",2066,55%,78%
4152,2823,"$745,000",Rappahannock Community College,VA,2-year,Certificate,Public,51%,862,338%,NA,NA,NA,NA,2962,"$31,543",3723,"$7,204",3244,34%,NA
4153,1899,"$873,000",Regent University,VA,4-year,Bachelor's,Private nonprofit,64%,1897,173%,1709,271%,1800,"$11,235",1598,"$41,712",2306,"$15,267",1867,58%,56%
4154,1870,"$878,000",Richard Bland College,VA,2-year,Associate's,Public,60%,1691,199%,697,441%,3055,"$7,042",2021,"$38,074",2764,"$12,736",3476,30%,30%
4155,364,"$1,262,000",Riverside College of Health Careers,VA,2-year,Associate's,Private nonprofit,83%,1496,224%,1473,295%,1373,"$13,500",603,"$53,302",2053,"$16,435",NA,NA,65%
4156,980,"$1,035,000",Roanoke College,VA,4-year,Bachelor's,Private nonprofit,80%,2826,102%,3713,128%,149,"$22,250",760,"$50,770",672,"$25,135",1125,68%,86%
4157,3489,"$636,000",Rudy & Kelly Academy A Paul Mitchell Partner School,VA,Less than 2-year,Certificate,Private for-profit,34%,3865,35%,3279,164%,2001,"$9,500",3702,"$25,125",1675,"$18,641",884,72%,53%
4158,1028,"$1,023,000",Shenandoah University,VA,4-year,Bachelor's,Private nonprofit,77%,3058,86%,3517,146%,245,"$20,500",781,"$50,385",456,"$27,124",1812,59%,69%
4159,2963,"$724,000",South University-Richmond,VA,4-year,Bachelor's,Private for-profit,58%,3134,81%,3200,172%,1364,"$13,516",2201,"$36,710",1358,"$20,336",3908,23%,34%
4160,2963,"$724,000",South University-Virginia Beach,VA,4-year,Bachelor's,Private for-profit,58%,3158,80%,3200,172%,1364,"$13,516",2201,"$36,710",1350,"$20,395",4093,18%,34%
4161,2828,"$744,000",Southern Virginia University,VA,4-year,Bachelor's,Private nonprofit,60%,2955,93%,3666,132%,950,"$15,750",2233,"$36,607",1605,"$19,000",3438,31%,70%
4162,3420,"$649,000",Southside Virginia Community College,VA,2-year,Certificate,Public,42%,1236,264%,NA,NA,NA,NA,3437,"$27,292",3680,"$7,492",3084,37%,NA
4163,3061,"$710,000",Southwest Virginia Community College,VA,2-year,Associate's,Public,49%,1160,276%,NA,NA,NA,NA,3076,"$30,439",3547,"$8,098",3231,35%,NA
4164,4399,"$383,000",Staunton School of Cosmetology,VA,Less than 2-year,Certificate,Private for-profit,NA,4309,-6%,4040,42%,1987,"$9,638",4414,"$13,644",2435,"$14,527",2223,53%,46%
4165,1812,"$887,000",Stratford University,VA,4-year,Bachelor's,Private for-profit,65%,1931,170%,3732,127%,481,"$19,000",1444,"$43,061",2161,"$15,927",2755,43%,42%
4166,2023,"$858,000",Strayer University-Virginia,VA,4-year,Bachelor's,Private for-profit,68%,3134,81%,2055,244%,1487,"$12,667",1375,"$43,590",797,"$24,041",1922,57%,37%
4167,1276,"$972,000",Sweet Briar College,VA,4-year,Bachelor's,Private nonprofit,76%,2955,93%,2020,246%,1278,"$14,000",927,"$48,425",683,"$25,039",2966,39%,86%
4168,3812,"$580,000",Sylvain Melloul International Hair Academy,VA,Less than 2-year,Certificate,Private for-profit,NA,1897,173%,2231,233%,3023,"$7,125",3921,"$23,694",3433,"$8,682",1916,57%,36%
4169,3378,"$657,000",The Art Institute of Virginia Beach,VA,4-year,Bachelor's,Private for-profit,55%,3705,45%,3861,107%,834,"$16,500",2606,"$34,110",854,"$23,561",2831,42%,38%
4170,1820,"$885,000",The University of Virginia's College at Wise,VA,4-year,Bachelor's,Public,71%,998,308%,2084,242%,1612,"$12,000",1673,"$41,055",3186,"$10,061",2582,46%,72%
4171,2508,"$793,000",Thomas Nelson Community College,VA,2-year,Associate's,Public,54%,743,372%,868,392%,3137,"$6,800",2679,"$33,484",3747,"$7,092",3877,23%,48%
4172,2339,"$817,000",Tidewater Community College,VA,2-year,Associate's,Public,58%,948,317%,382,537%,3579,"$5,500",2476,"$35,053",3487,"$8,408",3863,23%,47%
4173,2817,"$746,000",Tidewater Tech-Trades,VA,Less than 2-year,Certificate,Private for-profit,46%,3888,33%,2734,198%,2001,"$9,500",3291,"$28,345",1207,"$21,260",636,76%,13%
4174,1071,"$1,013,000",University of Lynchburg,VA,4-year,Bachelor's,Private nonprofit,76%,2657,113%,3733,126%,171,"$21,855",856,"$49,490",891,"$23,207",1749,60%,80%
4175,615,"$1,142,000",University of Mary Washington,VA,4-year,Bachelor's,Public,81%,2136,150%,1878,256%,1019,"$15,395",527,"$54,819",1103,"$21,907",1361,65%,90%
4176,164,"$1,454,000",University of Richmond,VA,4-year,Bachelor's,Private nonprofit,87%,1960,168%,1697,273%,566,"$18,592",156,"$69,310",591,"$25,838",160,88%,81%
4177,1794,"$889,000",University of the Potomac-VA Campus,VA,4-year,Bachelor's,Private for-profit,70%,2737,107%,485,501%,2948,"$7,431",1256,"$44,634",1161,"$21,564",NA,NA,40%
4178,80,"$1,649,000",University of Virginia-Main Campus,VA,4-year,Bachelor's,Public,88%,1147,278%,881,390%,973,"$15,711",88,"$77,048",1349,"$20,397",38,94%,90%
4179,974,"$1,036,000",Virginia Commonwealth University,VA,4-year,Bachelor's,Public,77%,2437,128%,2821,195%,763,"$17,000",800,"$50,106",1084,"$22,021",1214,67%,66%
4180,2950,"$728,000",Virginia Highlands Community College,VA,2-year,Certificate,Public,49%,701,386%,NA,NA,NA,NA,3071,"$30,494",3886,"$6,272",3251,34%,NA
4181,120,"$1,544,000",Virginia Military Institute,VA,4-year,Bachelor's,Public,89%,1013,304%,1389,307%,674,"$17,674",130,"$71,910",1807,"$17,804",485,79%,89%
4182,112,"$1,559,000",Virginia Polytechnic Institute and State University,VA,4-year,Bachelor's,Public,88%,1349,245%,1674,275%,342,"$19,500",109,"$73,159",1216,"$21,198",257,85%,87%
4183,1940,"$869,000",Virginia State University,VA,4-year,Bachelor's,Public,71%,2172,147%,3298,162%,894,"$16,000",1565,"$41,987",1960,"$16,970",2992,39%,42%
4184,2793,"$749,000",Virginia Union University,VA,4-year,Bachelor's,Private nonprofit,64%,3269,73%,4031,46%,29,"$26,000",2058,"$37,830",1115,"$21,813",3457,31%,33%
4185,4046,"$533,000",Virginia University of Lynchburg,VA,4-year,Associate's,Private nonprofit,NA,4149,11%,3396,156%,1988,"$9,609",3769,"$24,576",1082,"$22,042",4286,9%,23%
4186,1857,"$881,000",Virginia Wesleyan University,VA,4-year,Bachelor's,Private nonprofit,74%,3058,86%,2189,235%,1418,"$13,000",1389,"$43,579",869,"$23,425",2386,50%,71%
4187,2339,"$817,000",Virginia Western Community College,VA,2-year,Associate's,Public,56%,643,403%,879,391%,3063,"$7,000",2572,"$34,349",3795,"$6,830",3348,33%,48%
4188,49,"$1,828,000",Washington and Lee University,VA,4-year,Bachelor's,Private nonprofit,92%,1132,280%,1036,359%,543,"$18,750",49,"$86,020",985,"$22,615",32,95%,95%
4189,225,"$1,373,000",William & Mary,VA,4-year,Bachelor's,Public,87%,1477,227%,1513,292%,834,"$16,500",241,"$64,723",1455,"$19,800",100,91%,91%
4190,2879,"$738,000",Wytheville Community College,VA,2-year,Certificate,Public,49%,95,1069%,624,460%,3579,"$5,500",3040,"$30,775",4344,"$2,632",2481,48%,72%
4191,2435,"$803,000",University of the Virgin Islands,VI,4-year,Bachelor's,Public,62%,1261,260%,1639,278%,1924,"$10,000",2062,"$37,808",3110,"$10,489",3670,27%,56%
4192,2064,"$854,000",Bennington College,VT,4-year,Bachelor's,Private nonprofit,62%,3595,51%,3701,130%,462,"$19,250",1302,"$44,196",312,"$29,325",706,75%,87%
4193,1246,"$977,000",Castleton University,VT,4-year,Bachelor's,Public,73%,1976,166%,2696,201%,980,"$15,591",1057,"$46,876",1841,"$17,637",2076,55%,81%
4194,495,"$1,187,000",Champlain College,VT,4-year,Bachelor's,Private nonprofit,80%,3174,79%,2586,208%,342,"$19,500",317,"$60,024",165,"$33,561",1400,65%,85%
4195,1840,"$883,000",Community College of Vermont,VT,2-year,Associate's,Public,61%,1286,256%,253,600%,3579,"$5,500",1976,"$38,474",3055,"$10,798",4076,19%,58%
4196,3047,"$711,000",Goddard College,VT,4-year,Bachelor's,Private nonprofit,57%,3546,54%,3921,96%,543,"$18,750",2219,"$36,670",817,"$23,873",NA,NA,70%
4197,3539,"$628,000",Landmark College,VT,4-year,Associate's,Private nonprofit,51%,4409,-33%,1798,264%,2527,"$8,750",2916,"$31,867",10,"$47,373",2929,40%,72%
4198,3003,"$718,000",Marlboro College,VT,4-year,Bachelor's,Private nonprofit,58%,3413,63%,3086,179%,1410,"$13,125",2236,"$36,595",1001,"$22,471",2125,54%,86%
4199,238,"$1,366,000",Middlebury College,VT,4-year,Bachelor's,Private nonprofit,86%,2065,157%,660,449%,1612,"$12,000",214,"$65,933",612,"$25,656",74,92%,93%
4200,1888,"$875,000",New England Culinary Institute,VT,4-year,Bachelor's,Private for-profit,74%,3393,64%,2190,235%,1414,"$13,105",1331,"$43,917",483,"$26,777",445,80%,71%
4201,2165,"$840,000",Northern Vermont University,VT,4-year,Bachelor's,Public,64%,2056,158%,3149,176%,1171,"$14,724",1719,"$40,580",2208,"$15,749",2949,40%,68%
4202,393,"$1,238,000",Norwich University,VT,4-year,Bachelor's,Private nonprofit,84%,2231,142%,1953,249%,749,"$17,125",321,"$59,819",715,"$24,701",1639,61%,82%
4203,741,"$1,103,000",Saint Michael's College,VT,4-year,Bachelor's,Private nonprofit,79%,2931,95%,3436,153%,176,"$21,500",556,"$54,401",398,"$27,927",445,80%,93%
4204,422,"$1,222,000",University of Vermont,VT,4-year,Bachelor's,Public,82%,1623,207%,2144,239%,740,"$17,200",364,"$58,245",1609,"$18,982",618,76%,89%
4205,285,"$1,317,000",Vermont Technical College,VT,4-year,Associate's,Public,70%,1931,170%,823,407%,1812,"$11,000",475,"$55,792",1293,"$20,684",2198,53%,81%
4206,1286,"$970,000",Bates Technical College,WA,2-year,Associate's,Public,60%,327,563%,94,724%,3875,"$4,752",1890,"$39,161",3946,"$5,910",2551,47%,45%
4207,338,"$1,276,000",Bellevue College,WA,4-year,Associate's,Public,74%,299,589%,333,561%,2668,"$8,208",563,"$54,232",3599,"$7,870",3628,28%,69%
4208,1117,"$1,002,000",Bellingham Technical College,WA,4-year,Certificate,Public,73%,324,568%,946,377%,2001,"$9,500",1195,"$45,357",3803,"$6,787",3080,37%,58%
4209,1599,"$916,000",Big Bend Community College,WA,2-year,Associate's,Public,61%,428,500%,783,416%,2944,"$7,457",1973,"$38,489",3863,"$6,415",2981,39%,52%
4210,4149,"$498,000",BJ's Beauty & Barber College,WA,2-year,Certificate,Private for-profit,37%,4053,19%,1816,262%,3488,"$5,981",4080,"$21,671",1763,"$18,170",598,77%,32%
4211,3016,"$715,000",Carrington College-Spokane,WA,2-year,Certificate,Private for-profit,51%,3949,29%,1668,275%,2596,"$8,415",2958,"$31,582",735,"$24,560",746,74%,42%
4212,655,"$1,128,000",Cascadia College,WA,4-year,Associate's,Public,69%,591,419%,70,773%,3800,"$5,300",1100,"$46,270",3388,"$8,921",3369,32%,62%
4213,486,"$1,190,000",Central Washington University,WA,4-year,Bachelor's,Public,80%,1250,262%,1234,328%,1418,"$13,000",485,"$55,685",2282,"$15,397",1993,56%,76%
4214,2394,"$808,000",Centralia College,WA,4-year,Associate's,Public,55%,590,420%,NA,NA,NA,NA,2742,"$33,063",3871,"$6,354",2976,39%,NA
4215,3219,"$683,000",Charter College,WA,4-year,Certificate,Private for-profit,58%,4008,24%,2919,189%,1504,"$12,666",2231,"$36,609",301,"$29,523",2552,47%,45%
4216,1511,"$931,000",Clark College,WA,4-year,Associate's,Public,64%,704,383%,443,512%,3245,"$6,493",1808,"$39,759",3520,"$8,237",3675,27%,53%
